one,294355,294358,CARDINAL
titan,294781,294786,GPE
one day,294860,294867,DATE
daily,295038,295043,DATE
chicago,295238,295245,GPE
kegel,295831,295836,PERSON
numpy matploylib,295887,295903,PERSON
two week,295960,295968,DATE
first,296069,296074,ORDINAL
one,296295,296298,CARDINAL
four year ago,296345,296358,DATE
sci,296665,296668,ORG
one,296705,296708,CARDINAL
many month,296968,296978,DATE
one,297653,297656,CARDINAL
titan,297990,297995,GPE
tanzen,298019,298025,PRODUCT
anton,298032,298037,PERSON
uk,299427,299429,GPE
europe,299437,299443,LOC
henry,299459,299464,GPE
half,299653,299657,CARDINAL
roberto,299757,299764,PERSON
uchiha madara awesome,299770,299791,PERSON
youtuber year,299940,299953,DATE
second,300328,300334,ORDINAL
moana bc,300764,300772,PERSON
hawaii,300773,300779,GPE
titan,301261,301266,GPE
kaggle,301283,301289,PRODUCT
one,301338,301341,CARDINAL
gpu,301385,301388,PERSON
rt rex,301742,301748,PERSON
titan,302081,302086,GPE
gpu,302087,302090,PERSON
one,302097,302100,CARDINAL
titan,302164,302169,GPE
ti titan zen ryzen,302296,302314,ORG
mike tyson,302353,302363,PERSON
quantum computer,302620,302636,ORG
zenitsu,302817,302824,ORG
katy,302868,302872,NORP
katy perry nice,302886,302901,PERSON
first,303012,303017,ORDINAL
one,303074,303077,CARDINAL
first,303146,303151,ORDINAL
secondly,303289,303297,ORDINAL
titan,303635,303640,GPE
percy jackson,303650,303663,PERSON
rick riordan kronos,303669,303688,PERSON
gpu,303746,303749,ORG
titan,303754,303759,GPE
titan,303787,303792,GPE
kronos,303951,303957,PERSON
titan,303977,303982,GPE
titan,303992,303997,GPE
fugaku,304316,304322,DATE
one,304504,304507,CARDINAL
titan,304549,304554,GPE
one,304593,304596,CARDINAL
titan,304741,304746,GPE
po,304813,304815,GPE
panda black,304829,304840,ORG
panda panda,304875,304886,PERSON
mark harpe,304912,304922,PERSON
one,304937,304940,CARDINAL
harpe,304963,304968,PERSON
benetton,305026,305034,ORG
one,305092,305095,CARDINAL
jetson nano,305245,305256,PERSON
titan,305264,305269,GPE
first,305436,305441,ORDINAL
one,305442,305445,CARDINAL
indian,306047,306053,NORP
morocco,306309,306316,GPE
one,307364,307367,CARDINAL
ken jee krish,307791,307804,PERSON
jay feng jaemin,307823,307838,PERSON
lee,307839,307842,PERSON
zero,308112,308116,CARDINAL
brazilian,309067,309076,NORP
david perell,309455,309467,PERSON
month,309635,309640,DATE
eric linkedin,310051,310064,PERSON
one,310571,310574,CARDINAL
first,310578,310583,ORDINAL
ken year,310653,310661,DATE
india,311256,311261,GPE
first,311498,311503,ORDINAL
last week,311962,311971,DATE
chicago,312217,312224,GPE
week,312256,312260,DATE
video least hour,312388,312404,TIME
day past week,312405,312418,DATE
krish,312776,312781,NORP
seven year,313628,313638,DATE
two day,313753,313760,DATE
end day,314057,314064,DATE
one,314487,314490,CARDINAL
two,314952,314955,CARDINAL
bruno mar,315314,315323,PERSON
first,315329,315334,ORDINAL
first,315478,315483,ORDINAL
first,315605,315610,ORDINAL
first,316487,316492,ORDINAL
tomorrow,316581,316589,DATE
today,316642,316647,DATE
python week ago,316677,316692,DATE
first,316702,316707,ORDINAL
today,316748,316753,DATE
u hour,317135,317141,TIME
first,317221,317226,ORDINAL
couple minute,317232,317245,TIME
jupiter,317526,317533,LOC
one,317543,317546,CARDINAL
second,317615,317621,ORDINAL
month,317923,317928,DATE
jump dl,317976,317983,PERSON
today,319171,319176,DATE
week,319735,319739,DATE
today,321963,321968,DATE
kaggle,322028,322034,PERSON
today,322113,322118,DATE
year old,322356,322364,DATE
kaggle,323184,323190,PRODUCT
next week,323294,323303,DATE
india,324444,324449,GPE
one,324533,324536,CARDINAL
early day,324693,324702,DATE
ken first,325141,325150,PERSON
tomorrow,325165,325173,DATE
kaggle,325257,325263,ORG
brazilian,325329,325338,NORP
jiu jitsu match,325339,325354,PERSON
syllabus,325580,325588,ORG
first,325702,325707,ORDINAL
india,325930,325935,GPE
india,326131,326136,GPE
usa europe,326190,326200,LOC
week,326221,326225,DATE
one,327326,327329,CARDINAL
week week,327817,327826,DATE
next year,327977,327986,DATE
texas,328027,328032,GPE
kaggle,328063,328069,PRODUCT
european,328291,328299,NORP
american,328307,328315,NORP
halo ken student commerce finance,328615,328648,ORG
dang nerd bjj day,328837,328854,ORG
hour,329078,329082,TIME
end day,329083,329090,DATE
one,329223,329226,CARDINAL
two,329775,329778,CARDINAL
ibm,329841,329844,ORG
one,329963,329966,CARDINAL
u newbie know,330875,330888,ORG
daniel journey,331194,331208,PERSON
kaggle,331274,331280,PRODUCT
july,331466,331470,DATE
one,331803,331806,CARDINAL
one,331815,331818,CARDINAL
one,331850,331853,CARDINAL
india,331984,331989,GPE
two,332165,332168,CARDINAL
daniel interview channel,332258,332282,PERSON
one,332300,332303,CARDINAL
one day,332883,332890,DATE
one,332982,332985,CARDINAL
first,334033,334038,ORDINAL
submit github,334090,334103,PERSON
helo,334146,334150,PERSON
dheeraj kumar,334155,334168,PERSON
github link portfolio,334176,334197,ORG
last month,334198,334208,DATE
bdiya,334243,334248,ORG
bhai,334254,334258,GPE
first,334381,334386,ORDINAL
daily,334622,334627,DATE
brazil,334694,334700,GPE
one,335024,335027,CARDINAL
coming month,335100,335112,DATE
kaggle,335151,335157,PRODUCT
four,336056,336060,CARDINAL
one,336567,336570,CARDINAL
second,336813,336819,ORDINAL
three,337827,337832,CARDINAL
three,337873,337878,CARDINAL
first,338675,338680,ORDINAL
second,338738,338744,ORDINAL
krish,339622,339627,NORP
hewlett packard,340577,340592,ORG
spectre gb ram,340593,340607,PERSON
intel,340615,340620,ORG
gb ram gb sata iii,340640,340658,PERSON
intel,340663,340668,ORG
next year,340873,340882,DATE
two,341152,341155,CARDINAL
li,341318,341320,PERSON
li,341379,341381,PERSON
usb,341447,341450,ORG
past year,341706,341715,DATE
year end,343099,343107,DATE
several hour,343384,343396,TIME
computing day,343397,343410,DATE
le hour,343424,343431,TIME
titan,343476,343481,GPE
several hour,343736,343748,TIME
motherboard psu,343927,343942,PERSON
samsung nvme,344171,344183,FAC
one,344214,344217,CARDINAL
every day,344982,344991,DATE
one,345316,345319,CARDINAL
msi mag,345437,345444,PERSON
pa,345525,345527,GPE
motherboard psu,345561,345576,PERSON
last one month,345811,345825,DATE
year,346007,346011,DATE
one,346048,346051,CARDINAL
ken gpu,346134,346141,PERSON
mac,346277,346280,ORG
gpu,346369,346372,ORG
xps,346482,346485,ORG
kaggle,347885,347891,PRODUCT
one,348143,348146,CARDINAL
first,348147,348152,ORDINAL
two year,349007,349015,DATE
first,349022,349027,ORDINAL
mac,349089,349092,ORG
mac,349219,349222,ORG
italy,351044,351049,GPE
india,351132,351137,GPE
first,351337,351342,ORDINAL
hundred thousand,351769,351785,CARDINAL
ibm,352306,352309,ORG
decade ago,352448,352458,DATE
austin,352641,352647,PERSON
next month,352702,352712,DATE
first,353488,353493,ORDINAL
first,353578,353583,ORDINAL
first,353647,353652,ORDINAL
illinois institute tech iit,353760,353787,ORG
half,354472,354476,CARDINAL
india,355211,355216,GPE
u eu australia zealand,355229,355251,ORG
canada,355252,355258,GPE
next monday,355312,355323,DATE
first second year,355711,355728,DATE
three,355978,355983,CARDINAL
zero,356845,356849,CARDINAL
december,357796,357804,DATE
december august,357813,357828,DATE
august december,357866,357881,DATE
month,357919,357924,DATE
one,358181,358184,CARDINAL
kaggle,358277,358283,ORG
one,358317,358320,CARDINAL
mexico,358429,358435,GPE
harvard data science apart,358553,358579,ORG
one,358716,358719,CARDINAL
relocate bay area,359119,359136,LOC
synth,360612,360617,DATE
dun dun dun dun dun dun dun dun dun dun,360646,360685,PERSON
nba,361150,361153,ORG
nba,361193,361196,ORG
one,361671,361674,CARDINAL
first,362106,362111,ORDINAL
suny buffalo,362541,362553,PERSON
last hour,362797,362806,TIME
bell notification,362958,362975,ORG
year,363795,363799,DATE
one,364170,364173,CARDINAL
skill yn df job description,364479,364506,PERSON
month,365547,365552,DATE
carrer data,365590,365601,ORG
singapore,365722,365731,GPE
july,366122,366126,DATE
briggs,367120,367126,PERSON
first,368192,368197,ORDINAL
almost year ago,368301,368316,DATE
second year,368635,368646,DATE
summer,368788,368794,DATE
mu juypter,369153,369163,PERSON
one,369324,369327,CARDINAL
morocco,369840,369847,GPE
american,369939,369947,NORP
one,371901,371904,CARDINAL
kaggle,372089,372095,PRODUCT
first,372661,372666,ORDINAL
jay,372848,372851,PERSON
couple month ago,373082,373098,DATE
one,373615,373618,CARDINAL
one,373664,373667,CARDINAL
today,374219,374224,DATE
india,374251,374256,GPE
iit,374257,374260,GPE
india,374261,374266,GPE
one,374267,374270,CARDINAL
one,374498,374501,CARDINAL
kaggle,374651,374657,PRODUCT
one month one year,374693,374711,DATE
chicago,375760,375767,GPE
first,376065,376070,ORDINAL
hourly,376195,376201,TIME
annual,376207,376213,DATE
next year,376421,376430,DATE
one,376661,376664,CARDINAL
kaggle,377150,377156,PRODUCT
last month,377725,377735,DATE
one,377984,377987,CARDINAL
one,378004,378007,CARDINAL
pm,378213,378215,TIME
next fall,378762,378771,DATE
last week,379261,379270,DATE
kaggle,379287,379293,PRODUCT
kaggle,379417,379423,ORG
one,379843,379846,CARDINAL
next month,380052,380062,DATE
kaggle,380610,380616,PERSON
first,380687,380692,ORDINAL
george washington university certificate,380788,380828,ORG
george washington university certificate,380925,380965,ORG
george washington university certificate,381062,381102,ORG
couple month,381445,381457,DATE
one,381463,381466,CARDINAL
one,381556,381559,CARDINAL
today,382247,382252,DATE
first,382385,382390,ORDINAL
examplesite hugo,382894,382910,EVENT
hugo,383000,383004,EVENT
english,383588,383595,LANGUAGE
second,383596,383602,ORDINAL
kept night,383867,383877,TIME
tableau,384078,384085,GPE
turkey,385331,385337,GPE
stick business intelligence,385669,385696,ORG
kaggle,385767,385773,FAC
berkeley,385838,385846,GPE
hugo,386592,386596,EVENT
couple month ago,387265,387281,DATE
jay,387781,387784,PERSON
august,389255,389261,DATE
next year,389262,389271,DATE
one,389302,389305,CARDINAL
phd degree,389415,389425,PERSON
first,389891,389896,ORDINAL
russia,389997,390003,GPE
jay,390372,390375,PERSON
month ago,390904,390913,DATE
one,390928,390931,CARDINAL
scientist home egypt,391625,391645,ORG
america,391654,391661,GPE
lee,391883,391886,PERSON
zero,392543,392547,CARDINAL
last several month,393477,393495,DATE
year,393622,393626,DATE
one,394084,394087,CARDINAL
zero,394167,394171,CARDINAL
two,394808,394811,CARDINAL
two m degree,395074,395086,QUANTITY
one,395087,395090,CARDINAL
europe,395419,395425,LOC
northern ireland,395440,395456,GPE
jupiter,395631,395638,LOC
month,395886,395891,DATE
last year,396122,396131,DATE
month,396176,396181,DATE
neuron,396260,396266,ORG
try kaggle,396398,396408,PERSON
one,396695,396698,CARDINAL
last week,396705,396714,DATE
year ago,396921,396929,DATE
ibm,397363,397366,ORG
past month,397596,397606,DATE
end year,398713,398721,DATE
u question phd petroleum geology learning data science think,398785,398845,ORG
one,399058,399061,CARDINAL
india,399134,399139,GPE
first,399181,399186,ORDINAL
today,399431,399436,DATE
half year earlier,400020,400037,DATE
year,400192,400196,DATE
month,400373,400378,DATE
first,400388,400393,ORDINAL
first,400756,400761,ORDINAL
week,400872,400876,DATE
kaggle,401009,401015,PRODUCT
los angeles,401562,401573,GPE
u university,402010,402022,ORG
asian,402530,402535,NORP
one,402698,402701,CARDINAL
mexico,402895,402901,GPE
los angeles,404089,404100,GPE
utah,404189,404193,GPE
new jersey,404221,404231,GPE
nj elif greenwood village,404251,404276,ORG
zero,404759,404763,CARDINAL
kera,404993,404997,ORG
one,405439,405442,CARDINAL
one,406611,406614,CARDINAL
microsoft,406952,406961,ORG
nba,407031,407034,ORG
half,409048,409052,CARDINAL
first year,409783,409793,DATE
december,409863,409871,DATE
first,410349,410354,ORDINAL
last night,412092,412102,TIME
one,412568,412571,CARDINAL
new ba module,413948,413961,PERSON
ml dl,413973,413978,PERSON
five,414120,414124,CARDINAL
one,414454,414457,CARDINAL
one,414467,414470,CARDINAL
unhcr,414721,414726,ORG
mac,414816,414819,ORG
class freshman year,416230,416249,DATE
missed week,416914,416925,DATE
philippine,417008,417018,NORP
one,417707,417710,CARDINAL
three,417881,417886,CARDINAL
johh kelleher,418036,418049,PERSON
three,418212,418217,CARDINAL
first,418290,418295,ORDINAL
ibm,418432,418435,ORG
hundred,418771,418778,CARDINAL
one,418944,418947,CARDINAL
first,418990,418995,ORDINAL
one,419191,419194,CARDINAL
dozen,419484,419489,CARDINAL
anywhere month ago,420204,420222,DATE
sql nosql,420247,420256,PERSON
first week,420257,420267,DATE
past year,420503,420512,DATE
first,420584,420589,ORDINAL
kaggle,420943,420949,PRODUCT
first year,421316,421326,DATE
next month,422040,422050,DATE
yesterday,422264,422273,DATE
rubiks cube learning,422417,422437,ORG
krish,422531,422536,NORP
kaggle,422650,422656,PRODUCT
month ago,422781,422790,DATE
panda,422874,422879,PERSON
two,423278,423281,CARDINAL
ken one,423734,423741,PERSON
one,424130,424133,CARDINAL
berkeley,425810,425818,GPE
one,425851,425854,CARDINAL
two,425888,425891,CARDINAL
zero,426385,426389,CARDINAL
almost half,426750,426761,CARDINAL
tableau,426922,426929,GPE
one,427015,427018,CARDINAL
india,427070,427075,GPE
month ago,427112,427121,DATE
last year,427228,427237,DATE
first,427482,427487,ORDINAL
month,427570,427575,DATE
indonesia,428697,428706,GPE
tweet info,428841,428851,PERSON
proxy info,428858,428868,PERSON
third year,429218,429228,DATE
one,429544,429547,CARDINAL
september,429808,429817,DATE
ky baly,430346,430353,PERSON
ken jee,430804,430811,PERSON
next year,430873,430882,DATE
second,431037,431043,ORDINAL
kaggle,431137,431143,PRODUCT
singapore,431930,431939,GPE
krish,434081,434086,NORP
usa,434835,434838,PERSON
year,434944,434948,DATE
quantum ai,435072,435082,ORG
first,435516,435521,ORDINAL
first,435677,435682,ORDINAL
second,435804,435810,ORDINAL
charles petzold,436277,436292,PERSON
every year,436852,436862,DATE
half,436879,436883,CARDINAL
every month,437064,437075,DATE
zero hour,437998,438007,TIME
one,438060,438063,CARDINAL
first,438493,438498,ORDINAL
first,439046,439051,ORDINAL
hundred hour,439221,439233,TIME
year,439818,439822,DATE
second,440524,440530,ORDINAL
next two year,440999,441012,DATE
one,441095,441098,CARDINAL
maduro yatenia,442304,442318,ORG
asesinado ycuantos ycuantos,442323,442350,PERSON
los presos,442378,442388,PERSON
estavan llorando de,442393,442412,PERSON
carsel recuerdo si,442425,442443,PERSON
los que,442451,442458,GPE
delito nadie,442479,442491,PERSON
quien dijo hubieron,442549,442568,ORG
los asesinado de hambre,442583,442606,ORG
un,442734,442736,ORG
un asesinado,442781,442793,ORG
daily,443308,443313,DATE
three,443917,443922,CARDINAL
first,444188,444193,ORDINAL
kaggle,444467,444473,ORG
krish,444613,444618,NORP
first,445163,445168,ORDINAL
krish,445211,445216,NORP
ko noel miller,445315,445329,PERSON
three,445559,445564,CARDINAL
one,445594,445597,CARDINAL
ken krish,445628,445637,PERSON
three,446451,446456,CARDINAL
krish,446508,446513,NORP
summer,446770,446776,DATE
jee krish,447309,447318,PERSON
kaggle,447369,447375,ORG
krish,447487,447492,NORP
last year school,447510,447526,DATE
india,447738,447743,GPE
krish,447751,447756,NORP
krish,447807,447812,NORP
follower egypt,447835,447849,GPE
ibm,447959,447962,ORG
dnc free end,448183,448195,ORG
krish naik,448249,448259,PERSON
three,448260,448265,CARDINAL
argentina,448371,448380,GPE
one,448767,448770,CARDINAL
one,448903,448906,CARDINAL
brazil,448918,448924,GPE
second,449025,449031,ORDINAL
friday,449333,449339,DATE
morning,449340,449347,TIME
week,449395,449399,DATE
spain,449461,449466,GPE
one,449553,449556,CARDINAL
kim dataprofessor,449831,449848,PERSON
krish naik,449849,449859,PERSON
last couple month,450196,450213,DATE
summer,450848,450854,DATE
krish,450918,450923,NORP
krish,451160,451165,NORP
first year,451726,451736,DATE
one,451755,451758,CARDINAL
second,451806,451812,ORDINAL
kaggle,451882,451888,PERSON
day day,452184,452191,DATE
one,452518,452521,CARDINAL
june,452657,452661,DATE
u month,453349,453356,DATE
second,453485,453491,ORDINAL
indian,453492,453498,NORP
anaconda lib,454342,454354,PERSON
neuron,454425,454431,ORG
almost day,454599,454609,DATE
first,455092,455097,ORDINAL
one,455392,455395,CARDINAL
one,455414,455417,CARDINAL
proxy info,455875,455885,PERSON
tweet info,456244,456254,PERSON
proxy info,456261,456271,PERSON
english,456462,456469,LANGUAGE
mac,456707,456710,ORG
mac,456728,456731,ORG
kaggle kernel yo,457000,457016,ORG
tweet easy,457188,457198,PERSON
one,457556,457559,CARDINAL
ibm,457565,457568,ORG
one,457817,457820,CARDINAL
today,458629,458634,DATE
zero,458722,458726,CARDINAL
second,459676,459682,ORDINAL
one,459683,459686,CARDINAL
third,459835,459840,ORDINAL
first,460051,460056,ORDINAL
one,460547,460550,CARDINAL
week ago,460715,460723,DATE
first,460908,460913,ORDINAL
yesterday,460919,460928,DATE
first,461737,461742,ORDINAL
last year,462592,462601,DATE
zero,462671,462675,CARDINAL
kaggle,463051,463057,PRODUCT
month,463698,463703,DATE
month,463886,463891,DATE
financial engineer channel,463994,464020,ORG
mohamed github,464321,464335,PERSON
one,464357,464360,CARDINAL
next month,464478,464488,DATE
summer,465174,465180,DATE
one,465537,465540,CARDINAL
turkey,465601,465607,GPE
year,466276,466280,DATE
october,466740,466747,DATE
october,466817,466824,DATE
first,467075,467080,ORDINAL
year,467404,467408,DATE
first,467626,467631,ORDINAL
therpy,467685,467691,NORP
undergrad film tv,468782,468799,ORG
last week,469532,469541,DATE
past year,469685,469694,DATE
matlab tableau,469829,469843,ORG
focus kaggle,470543,470555,ORG
mac,470610,470613,ORG
hugo,470622,470626,EVENT
today,471347,471352,DATE
jimdo,471445,471450,PERSON
zero,471544,471548,CARDINAL
year,471891,471895,DATE
html cs machine learning,472451,472475,PERSON
evening,472501,472508,TIME
ken jee,472513,472520,PERSON
zero,472643,472647,CARDINAL
linkedin,472909,472917,GPE
couple year,473136,473147,DATE
american,473166,473174,NORP
india,473446,473451,GPE
mbp gb,473884,473890,PERSON
month,474168,474173,DATE
two,474331,474334,CARDINAL
two minute,474509,474519,TIME
weekend,474564,474571,DATE
monday,474905,474911,DATE
hugo,474920,474924,EVENT
tableau,475320,475327,PERSON
year,475482,475486,DATE
one,475566,475569,CARDINAL
year ago,476045,476053,DATE
first,476722,476727,ORDINAL
first,476748,476753,ORDINAL
next year,476891,476900,DATE
sunday,476905,476911,DATE
first,476941,476946,ORDINAL
mac,476959,476962,ORG
mac,476990,476993,ORG
one,477371,477374,CARDINAL
many hour,477485,477494,TIME
year,477568,477572,DATE
zero,478247,478251,CARDINAL
ibm,478518,478521,ORG
muy bien,478888,478896,PERSON
suscrito,478907,478915,ORG
one,479222,479225,CARDINAL
second,479384,479390,ORDINAL
next year,480338,480347,DATE
summer,480528,480534,DATE
tommy baker,480746,480757,PERSON
cathy neil,480782,480792,PERSON
year,481358,481362,DATE
year,481518,481522,DATE
one,481562,481565,CARDINAL
first,481877,481882,ORDINAL
secondly,481907,481915,ORDINAL
first year,482206,482216,DATE
second year,482234,482245,DATE
boston,482264,482270,GPE
one,482683,482686,CARDINAL
first,483021,483026,ORDINAL
zero,483235,483239,CARDINAL
first,484265,484270,ORDINAL
one,484289,484292,CARDINAL
sec,484495,484498,ORG
summer,485111,485117,DATE
couple year,485156,485167,DATE
september,485577,485586,DATE
morning evening,486141,486156,TIME
several year,486193,486205,DATE
u,486663,486664,ORG
almost hour,486670,486681,TIME
sci,486727,486730,ORG
london,486847,486853,GPE
week final week,486870,486885,DATE
past hour,487640,487649,TIME
shap shapley additive,488071,488092,ORG
mohamed github,488564,488578,PERSON
neck nigga sir mast degree,488584,488610,PERSON
one,488989,488992,CARDINAL
tele prompter,489790,489803,ORG
shud,490560,490564,CARDINAL
six,491721,491724,CARDINAL
ibm,492140,492143,ORG
summer,492997,493003,DATE
one,493009,493012,CARDINAL
last summer,493013,493024,DATE
analytics year,493174,493188,DATE
ken quick question mathematics,493957,493987,PERSON
year,494178,494182,DATE
one,494321,494324,CARDINAL
last year,494580,494589,DATE
ibm,494631,494634,ORG
day,494968,494971,DATE
couple week,495030,495041,DATE
couple year ago,495100,495115,DATE
al,495355,495357,PERSON
glenn myatt,495707,495718,PERSON
wayne johnson,495719,495732,PERSON
first,495748,495753,ORDINAL
four,495754,495758,CARDINAL
skill scott young,496514,496531,PERSON
like year,496837,496846,DATE
month,499060,499065,DATE
first,499147,499152,ORDINAL
january,499448,499455,DATE
zero,499857,499861,CARDINAL
stefan mischook,500263,500278,PERSON
japanese,500382,500390,NORP
one,501493,501496,CARDINAL
mindset ton,501552,501563,PERSON
uci,502152,502155,ORG
one,503004,503007,CARDINAL
kinda,503223,503228,GPE
germany,503534,503541,GPE
europe,503712,503718,LOC
two,503994,503997,CARDINAL
ibm,504056,504059,ORG
first,504168,504173,ORDINAL
week ago,504264,504272,DATE
last year,504396,504405,DATE
quarterly,504426,504435,DATE
aa ba,504479,504484,PERSON
brazil,504682,504688,GPE
one,505318,505321,CARDINAL
second year,505751,505762,DATE
indian,506112,506118,NORP
indian,506143,506149,NORP
indian,506167,506173,NORP
summer,506692,506698,DATE
ton,507176,507179,CARDINAL
first,507447,507452,ORDINAL
zero,507533,507537,CARDINAL
jupiter,507761,507768,LOC
past month,508197,508207,DATE
kaggle linkedin learning,508269,508293,LOC
khan academy,508767,508779,ORG
one,509086,509089,CARDINAL
one,509397,509400,CARDINAL
stanford week,509817,509830,ORG
past five week,509882,509896,DATE
last year,511502,511511,DATE
first,512214,512219,ORDINAL
brazil,512300,512306,GPE
france,512320,512326,GPE
brazil,512462,512468,GPE
info kenjee,513911,513922,PERSON
million,515241,515248,CARDINAL
vinay,515275,515280,GPE
year,515846,515850,DATE
chicago,515985,515992,GPE
two,516602,516605,CARDINAL
english,516671,516678,NORP
one,517371,517374,CARDINAL
every single day,517381,517397,DATE
today,517407,517412,DATE
ibm,517801,517804,ORG
day day,518137,518144,DATE
kj,520041,520043,PERSON
mumbai,520350,520356,ORG
india,520357,520362,GPE
second,520927,520933,ORDINAL
thousand row,521281,521293,DATE
second,521377,521383,ORDINAL
second,521414,521420,ORDINAL
first year,521734,521744,DATE
two,523129,523132,CARDINAL
one,524048,524051,CARDINAL
ill stick,524214,524223,PERSON
one,524919,524922,CARDINAL
graduated year ago,525010,525028,DATE
science day,525095,525106,DATE
last month,525128,525138,DATE
one year,525164,525172,DATE
zero,525190,525194,CARDINAL
last day,525706,525714,DATE
kaggle,525731,525737,PRODUCT
one,526085,526088,CARDINAL
kaggle,526710,526716,PRODUCT
yesterday,527307,527316,DATE
first,527543,527548,ORDINAL
india,527984,527989,GPE
year,528558,528562,DATE
india,528583,528588,GPE
usa th year m,528616,528629,ORG
year,528718,528722,DATE
today,529505,529510,DATE
today,529576,529581,DATE
second,529764,529770,ORDINAL
one,529944,529947,CARDINAL
europe,529998,530004,LOC
second,530149,530155,ORDINAL
helo,530331,530335,PERSON
boi,531433,531436,GPE
first,531817,531822,ORDINAL
million,532178,532185,CARDINAL
four year,532372,532381,DATE
year,532903,532907,DATE
india,532928,532933,GPE
usa th year m,532961,532974,ORG
year,533063,533067,DATE
csv,533671,533674,ORG
year old,533946,533954,DATE
nba,533973,533976,ORG
japan,534243,534248,GPE
japanese,534275,534283,NORP
today,534890,534895,DATE
month,535412,535417,DATE
next couple month,536965,536982,DATE
zero,537632,537636,CARDINAL
next month,537828,537838,DATE
agi,537911,537914,NORP
annual,538131,538137,DATE
first,538803,538808,ORDINAL
like week ago,539210,539223,DATE
congrats ken pls upload,539421,539444,PERSON
month ago,539566,539575,DATE
first,540905,540910,ORDINAL
summer,541555,541561,DATE
ken jen,541782,541789,PERSON
github github,541835,541848,PERSON
year,542328,542332,DATE
july,542410,542414,DATE
summer,542671,542677,DATE
year old,542949,542957,DATE
one,543898,543901,CARDINAL
first,544334,544339,ORDINAL
first,544550,544555,ORDINAL
pascal year ago,544571,544586,DATE
d month,544797,544804,DATE
last two week,544820,544833,DATE
last year,544954,544963,DATE
syllabus,545430,545438,ORG
ireland,545783,545790,GPE
two year,545992,546000,DATE
winter,546156,546162,DATE
summer,546174,546180,DATE
kaggle project,546725,546739,PRODUCT
oura,547465,547469,PERSON
one,548705,548708,CARDINAL
kaggle house,548735,548747,ORG
working year,549181,549193,DATE
twelve week,549325,549336,DATE
month,549354,549359,DATE
next month year,549848,549863,DATE
every month,549907,549918,DATE
model end year,550068,550082,DATE
one week ago,550213,550225,DATE
five year,550371,550380,DATE
today,550385,550390,DATE
last five year,550402,550416,DATE
week last six month,550622,550641,DATE
six month,550651,550660,DATE
wayne winston,551523,551536,PERSON
one,551652,551655,CARDINAL
zero,552175,552179,CARDINAL
year,552952,552956,DATE
one,553366,553369,CARDINAL
gensim kera,553574,553585,PERSON
coming day,554010,554020,DATE
first,554350,554355,ORDINAL
zero,554552,554556,CARDINAL
kaggle,555187,555193,PERSON
late day,555653,555661,DATE
panda,555910,555915,ORG
panda,555948,555953,ORG
one,556038,556041,CARDINAL
year,556242,556246,DATE
first,556302,556307,ORDINAL
month,556413,556418,DATE
american,556742,556750,NORP
morning,557069,557076,TIME
today,557379,557384,DATE
nyc,557457,557460,LOC
pre processing month,557991,558011,DATE
last year,558188,558197,DATE
hour,558266,558270,TIME
india,558431,558436,GPE
next year,558794,558803,DATE
next month,559634,559644,DATE
kane,559989,559993,PERSON
one,560049,560052,CARDINAL
first,560573,560578,ORDINAL
one,560594,560597,CARDINAL
third year,560779,560789,DATE
next year,560838,560847,DATE
one,561004,561007,CARDINAL
year,561300,561304,DATE
linkedin,562540,562548,ORG
journey week ago,562862,562878,DATE
nba,564450,564453,ORG
first,564564,564569,ORDINAL
weekly,565209,565215,DATE
monthly,565216,565223,DATE
two,565299,565302,CARDINAL
ken month,565564,565573,DATE
year old,565759,565767,DATE
third,566004,566009,ORDINAL
mech,566107,566111,PERSON
first,566125,566130,ORDINAL
one,566324,566327,CARDINAL
july,566415,566419,DATE
august,566438,566444,DATE
toronto,566650,566657,GPE
october,566681,566688,DATE
year,566969,566973,DATE
summer,567106,567112,DATE
ibm,567352,567355,ORG
ibm,568043,568046,ORG
first,568341,568346,ORDINAL
next month,568693,568703,DATE
next year,569159,569168,DATE
first year,569183,569193,DATE
kaggle,569636,569642,PRODUCT
two,570796,570799,CARDINAL
one,570831,570834,CARDINAL
realy,571023,571028,GPE
one,571209,571212,CARDINAL
year,571851,571855,DATE
daily,572009,572014,DATE
one,572153,572156,CARDINAL
uk,573095,573097,GPE
three,573270,573275,CARDINAL
one,573295,573298,CARDINAL
syllabus,573306,573314,ORG
one,573355,573358,CARDINAL
one,574389,574392,CARDINAL
one,574564,574567,CARDINAL
beginner year,574661,574674,DATE
first,574705,574710,ORDINAL
mech,574802,574806,PERSON
one week,575107,575115,DATE
today,576187,576192,DATE
coming year,576279,576290,DATE
first,576411,576416,ORDINAL
every year,576991,577001,DATE
one,577148,577151,CARDINAL
earlier year,577354,577366,DATE
summer,577594,577600,DATE
summer,577842,577848,DATE
series night,579189,579201,TIME
barcelona,579228,579237,ORG
cooky continue,579607,579621,PERSON
today,579694,579699,DATE
one,579814,579817,CARDINAL
first,579907,579912,ORDINAL
nba,580092,580095,ORG
nba league,580101,580111,ORG
month,580615,580620,DATE
year two,581324,581332,DATE
next month,581631,581641,DATE
one,582356,582359,CARDINAL
today,583144,583149,DATE
month ago,583556,583565,DATE
george musick,583581,583594,PERSON
indian,583633,583639,NORP
indian,583652,583658,NORP
four month ago,583881,583895,DATE
year old,584104,584112,DATE
chicago,584384,584391,GPE
tomorrow,584605,584613,DATE
engineering year year,585560,585581,DATE
